App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000.0,Free,0.0,Everyone,Business,2018-07-04,3.4.5,4.2
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000.0,Free,0.0,Everyone,Business,2018-08-01,2.5.6,4.0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000.0,Free,0.0,Everyone,Business,2018-07-27,1.12.5,4.0
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000.0,Free,0.0,Everyone,Business,2018-06-08,1.5,4.0.3
sABN,BUSINESS,4.4,2287,1.5,1000000.0,Free,0.0,Everyone,Business,2018-03-26,4.9,2.2
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000.0,Free,0.0,Everyone,Business,2018-07-24,0.9.4,4.0.3
Secure Folder,BUSINESS,3.8,14760,8.6,50000000.0,Free,0.0,Everyone,Business,2018-01-31,1.1.07.6,7.0
Y! Mobile menu,BUSINESS,4.17505184823716,9,1.2,100000.0,Free,0.0,Everyone,Business,2018-04-09,1.0.5,6.0
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000.0,Free,0.0,Everyone,Business,2017-05-30,1.2.6,3.0
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000.0,Free,0.0,Everyone,Business,2018-07-11,3.9.2,4.1
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000.0,Free,0.0,Everyone,Business,2018-08-02,3.4.49,4.1
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000.0,Paid,4.99,Everyone,Business,2018-03-25,1.5.2,4.0
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000.0,Paid,4.99,Everyone,Business,2017-04-11,3.4.6,3.0
Zenefits,BUSINESS,4.2,296,14.0,50000.0,Free,0.0,Everyone,Business,2018-06-15,3.2.1,4.1
Google Ads,BUSINESS,4.3,29313,20.0,5000000.0,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0.3
FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000.0,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2
Insightly CRM,BUSINESS,3.8,1383,51.0,100000.0,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000.0,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000.0,Free,0.0,Everyone,Business,2018-07-03,3.19.005,4.1
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000.0,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000.0,Free,0.0,Everyone,Business,2018-07-20,6.1.2,4.0.3
Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000.0,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0
Google Analytics,BUSINESS,4.5,78662,22.0,1000000.0,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4
AdWords Express,BUSINESS,4.1,7149,11.0,1000000.0,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000.0,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000.0,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1
join.me - Simple Meetings,BUSINESS,4.0,6989,11.0,1000000.0,Free,0.0,Everyone,Business,2018-07-16,4.3.0.508,4.4
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000.0,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1
Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000.0,Free,0.0,Everyone,Business,2018-07-20,11.1.0,4.3
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000.0,Free,0.0,Everyone,Business,2018-03-22,1.2.287,5.0
Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000.0,Free,0.0,Everyone,Business,2018-08-02,3.0.4651,4.4
Start Meeting,BUSINESS,4.1,308,14.0,50000.0,Free,0.0,Everyone,Business,2018-05-29,3.1.4.0,4.0.3
ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000.0,Free,0.0,Everyone,Business,2018-07-30,3.3.0,4.0
BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000.0,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0
Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000.0,Free,0.0,Everyone,Business,2018-07-25,2.0.19,5.0
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000.0,Free,0.0,Adults only 18+,Comics,2018-07-04,1.1.7.0,4.1
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000.0,Free,0.0,Teen,Comics,2018-07-23,2.11.3,4.1
Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000.0,Free,0.0,Everyone,Comics,2017-11-16,1.08,4.0.3
Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000.0,Free,0.0,Everyone,Comics;Creativity,2018-08-03,1.0.6,4.4
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000.0,Free,0.0,Mature 17+,Comics,2018-08-01,1.0.8,4.1
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000.0,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000.0,Free,0.0,Teen,Comics,2018-07-09,3.4.3,5.0
Manga - read Thai translation,COMICS,4.6,302,2.2,10000.0,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000.0,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000.0,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0.3
Funny Jokes Photos,COMICS,4.4,39,4.3,10000.0,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000.0,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0.3
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000.0,Free,0.0,Teen,Comics,2018-03-05,1.2.12,4.0.3
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000.0,Free,0.0,Teen,Comics,2018-07-03,6.3.0,4.0.3
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000.0,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0.3
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000.0,Free,0.0,Mature 17+,Comics,2018-07-06,2.3.1,4.0.3
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000.0,Free,0.0,Everyone,Comics,2018-05-23,3.1.0,4.1
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000.0,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000.0,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000.0,Free,0.0,Teen,Comics,2018-07-31,4.1.0,4.4
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000.0,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,4.17505184823716,1330,22.0,50000.0,Free,0.0,Everyone,Comics,2018-07-03,6.1.1,4.2
Faustop Sounds,COMICS,4.7,1677,40.0,100000.0,Free,0.0,Everyone,Comics,2018-05-26,1.7.7,4.1
Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000.0,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1
- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000.0,Free,0.0,Mature 17+,Comics,2018-07-13,5.0.12,5.0
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000.0,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0.3
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000.0,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000.0,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000.0,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0.3
Perfect Viewer,COMICS,4.4,51981,11.0,5000000.0,Free,0.0,Everyone,Comics,2018-08-01,4.2.0.2,2.3
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000.0,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0.3
think Comics,COMICS,4.4,1006,19.0,50000.0,Free,0.0,Everyone,Comics,2018-08-03,2.3.3,4.0.3
Memes Button,COMICS,4.4,5968,5.7,1000000.0,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000.0,Free,0.0,Everyone,Comics,2018-08-02,2.4.25,4.4
Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000.0,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1
Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429035,11.0,100000000.0,Free,0.0,Everyone,Communication,2018-07-25,37.0.0.7.163,2.3
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000.0,Free,0.0,Everyone,Communication,2018-08-03,2.4.1,4.4
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000.0,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4
imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000.0,Free,0.0,Everyone,Communication,2018-06-07,9.8.000000010492,4.0
imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000.0,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0
Contacts,COMMUNICATION,4.3,66602,11.0,50000000.0,Free,0.0,Everyone,Communication,2018-06-26,2.8.4.201036949,5.0
Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-28,1.3.4,4.1
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000.0,Free,0.0,Everyone,Communication,2018-07-04,11.8.6,4.0.3
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000.0,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0.3
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000.0,Free,0.0,Everyone,Communication,2018-07-02,3.2.0.100171,4.1
TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-11,6.0.3,4.1
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-08-02,6.7.9.1,4.0.3
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-31,1.60.0.31354,4.0.3
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000.0,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0
WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-30,2.18.116,4.0.3
My magenta,COMMUNICATION,3.9,42370,37.0,1000000.0,Free,0.0,Everyone,Communication,2018-06-25,7.5.1,5.0
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,11.0,500000000.0,Free,0.0,Everyone,Communication,2018-07-31,37.1.206017801.,4.4
Puffin Web Browser,COMMUNICATION,4.3,541389,11.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000.0,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1
Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000.0,Free,0.0,Teen,Communication,2016-11-04,2.2.7600,4.0.3
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000.0,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0
My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000.0,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3
Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.0771484375,10000000.0,Free,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0.3
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000.0,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0
free video calls and chat,COMMUNICATION,4.2,594728,11.0,50000000.0,Free,0.0,Everyone,Communication,2018-07-19,7.3,4.4
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000.0,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000.0,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000.0,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0.3
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000.0,Free,0.0,Everyone,Communication,2018-07-30,6.5.1,4.0.3
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000.0,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000.0,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000.0,Free,0.0,Everyone,Communication,2018-03-20,1.4.1.0,4.0.3
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000.0,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000.0,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000.0,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0
Web Browser,COMMUNICATION,4.2,10965,2.3,500000.0,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0
Puffin Browser Pro,COMMUNICATION,4.0,18247,11.0,100000.0,Paid,3.99,Everyone,Communication,2018-07-05,7.5.3.20547,4.1
Contacts+,COMMUNICATION,4.2,190613,11.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-31,5.85.1,4.0.3
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000.0,Free,0.0,Everyone,Communication,2017-03-05,196,2.1
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000.0,Free,0.0,Everyone,Communication,2018-04-18,3.0.7,4.0
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000.0,Free,0.0,Everyone,Communication,2018-01-05,1.26.001,4.0
Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000.0,Free,0.0,Everyone,Communication,2018-05-15,3.5.0,4.0.3
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-07-25,8.1.2,5.0
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000.0,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.2,5.0
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000.0,Free,0.0,Everyone,Communication,2018-07-26,2018.1.715,4.0
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000.0,Free,0.0,Everyone,Communication,2017-12-04,3.9.7,2.1
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,10000000.0,Free,0.0,Everyone,Communication,2018-08-01,6.19.1,4.1
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-05,2.17.3,4.1
Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000.0,Free,0.0,Everyone,Communication,2018-01-24,2.2.245,4.0.3
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,5000000.0,Free,0.0,Everyone,Communication,2018-07-26,4.5.4,4.1
Caller ID +,COMMUNICATION,4.0,9498,0.115234375,1000000.0,Free,0.0,Everyone,Communication,2016-06-07,5.28.0,2.3
K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000.0,Free,0.0,Everyone,Communication,2018-01-06,5.403,4.0.3
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,1000000.0,Free,0.0,Everyone,Communication,2018-08-01,1.9.4.74,4.1
All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000.0,Free,0.0,Everyone,Communication,2018-04-03,5.0.9,4.1
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,1000000.0,Free,0.0,Everyone,Communication,2018-07-19,9.8.376,5.0
GO Notifier,COMMUNICATION,4.2,124346,0.6787109375,10000000.0,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000.0,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,5000000.0,Free,0.0,Everyone,Communication,2018-06-21,3.2.0,4.0
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,1000000.0,Free,0.0,Everyone,Communication,2016-09-28,2.9.8,2.3.3
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,5000000.0,Free,0.0,Everyone,Communication,2018-08-04,7.2.29,4.0.3
"Moco+ - Chat, Meet People",DATING,4.2,1545,11.0,10000.0,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1
Calculator,DATING,2.6,57,6.2,1000.0,Paid,6.99,Everyone,Dating,2017-10-25,1.1.6,4.0
Truth or Dare Pro,DATING,4.17505184823716,0,20.0,50.0,Paid,1.49,Teen,Dating,2017-09-01,1.0,4.0
"Private Dating, Hide App- Blue for PrivacyHider",DATING,4.17505184823716,0,0.017578125,100.0,Paid,2.99,Everyone,Dating,2017-07-25,1.0.1,4.0
Ad Blocker for SayHi,DATING,4.17505184823716,4,1.2,100.0,Paid,3.99,Teen,Dating,2018-08-02,1.2,4.0.3
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100.0,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0
OkCupid Dating,DATING,4.1,285726,15.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000.0,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1
Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000.0,Free,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
BBW Dating & Plus Size Chat,DATING,4.4,12632,29.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1
"Moco - Chat, Meet People",DATING,4.2,313724,11.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-08-04,2.6.141,4.1
CMB Free Dating App,DATING,4.0,48845,40.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-01,4.19.0.2320,4.4
eharmony - Online Dating App,DATING,3.1,31320,53.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-07-30,6.6.5,4.1
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,5000000.0,Free,0.0,Mature 17+,Dating,2018-08-04,1.639,4.0
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
Clover Dating App,DATING,4.1,11633,23.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-24,2.5.1,4.1
Black People Meet Singles Date,DATING,3.9,10212,5.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-08-03,4.4,4.1
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27.0,10000.0,Free,0.0,Mature 17+,Dating,2018-08-03,1.308.,4.1
stranger chat - anonymous chat,DATING,3.5,13202,6.1,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1
Free Dating Hook Up Messenger,DATING,3.3,1157,21.0,100000.0,Free,0.0,Mature 17+,Dating,2017-01-27,5.0.1,4.2
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11.0,10000000.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
Once - Quality Matches Every day,DATING,4.4,222888,21.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-17,2.45,4.1
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1
Howlr,DATING,3.9,105,27.0,5000.0,Free,0.0,Mature 17+,Dating,2018-06-19,1.0.4,4.4
Stranger Chat & Date,DATING,3.6,3414,6.2,500000.0,Free,0.0,Mature 17+,Dating,2018-06-06,1.2.1,4.1
RandoChat - Chat roulette,DATING,3.6,11806,12.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-06-26,4.0.18,4.0.3
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0,100000.0,Free,0.0,Mature 17+,Dating,2017-02-03,1.6.5,4.2
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.4,4.0.3
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-10,1.230,4.0.3
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
FarmersOnly Dating,DATING,3.0,1146,1.4,100000.0,Free,0.0,Mature 17+,Dating,2016-02-25,2.2,4.0
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-25,4.1.2,4.0.3
Christian Dating For Free App,DATING,3.9,8722,13.0,500000.0,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1
Just She - Top Lesbian Dating,DATING,1.9,953,19.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0
Single Parent Meet #1 Dating,DATING,3.5,2593,5.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19.0,500000.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.8.5,4.0.3
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1
InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0,50000.0,Free,0.0,Mature 17+,Dating,2018-06-13,2.3.0.1781,5.0
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13.0,1000000.0,Free,0.0,Mature 17+,Dating,2018-05-12,4.3,4.1
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,1000000.0,Free,0.0,Everyone,Dating,2018-05-21,2.9.6,4.0
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25.0,100000.0,Free,0.0,Mature 17+,Dating,2018-07-24,3.8.75,4.0.3
NoBuffDating - Free Dating App,DATING,4.2,1939,11.0,100000.0,Free,0.0,Mature 17+,Dating,2017-01-08,1.0.0,4.0
Sugar Daddy Dating App,DATING,2.5,277,5.7,100000.0,Free,0.0,Mature 17+,Dating,2017-12-04,3.0.0,4.1
Adult Dirty Emojis,DATING,2.8,80,5.5,10000.0,Free,0.0,Teen,Dating,2017-11-06,1.0,4.0.3
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,11.0,100000.0,Free,0.0,Mature 17+,Dating,2017-12-28,1.0.5,4.0
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3
SnpCupid Dating,DATING,3.5,1093,5.8,100000.0,Free,0.0,Mature 17+,Dating,2017-01-28,1.6.6,4.2
Adult Dating - AdultFinder,DATING,3.3,1601,3.8,500000.0,Free,0.0,Mature 17+,Dating,2017-02-01,1.5,4.1
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41.0,100000.0,Free,0.0,Mature 17+,Dating,2018-06-20,2.0.5,4.0.3
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9,1000000.0,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3
BBWCupid - BBW Dating App,DATING,3.5,241,2.8,50000.0,Free,0.0,Mature 17+,Dating,2018-06-01,2.2.0.1748,5.0
ChatVideo Meet new people,DATING,4.2,63986,20.0,5000000.0,Free,0.0,Mature 17+,Dating,2018-05-31,3.0.15,4.0
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15.0,500000.0,Free,0.0,Mature 17+,Dating,2018-04-29,2.4.0,4.1
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28.0,100000.0,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1
